uprn,organisation,sao,pao,street,town,postcode,postally_addressable,ward,level,classification,property_status,address_status,official,accuracy,x,y,Swk_GIS_buildingID,TOID,Building_footprint_area_m2,LR_title_no,LR_insert_date,LR_update_date,LR_estate_interest_code,LR_estate_interest,LR_class_of_title_code,LR_clase_of_title,LR_registered_status,LR_ccod_address,LR_ccod_proprietor_name_1,LR_ccod_company_registration_no_1,LR_ccod_proprietorship_category_1,LR_ccod_proprietor_1_address_1
200003499305,,,ROCHESTER HOUSE,MANCIPLE STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532758,179502,459,1000005887600,474.734407,TGL325191,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"100 and 102 Long Lane, Aylesford House, Long Lane, Medway House, Hankey Place, Strood House, Staple Street, Rochester House, Manciple Street and 3 Hankey Place, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499304,,,HUBERD HOUSE,MANCIPLE STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532875,179406,660,1000005888730,535.286248,TGL71708,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Huberd House, Manciple Street, (SE1 4DN)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499303,,,HARBLEDOWN HOUSE,MANCIPLE STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532689,179592,457,1000005887080,541.859139,TGL271090,"Mar 02, 2010","Oct 20, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Land to the North East of Tabard Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499299,,,"WILTSHIRE HOUSE, 2",MAIDSTONE BUILDINGS MEWS,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532479,180059,1704,1000005890747,347.936248,TGL374749,"Feb 12, 2013","Mar 06, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"72-76 Borough High Street, London",SOUTHSIDE FREEHOLD LIMITED,07350249,Limited Company or Public Limited Company,"Medina House, 2 Station Avenue, Bridlington YO16 4LZ"
200003499295,,,LEYSDOWN HOUSE KINGLAKE ESTATE,MADRON STREET,,,0,Faraday,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533374,178426,2992,1000006029390,858.81,SGL3834,"Jan 06, 2012","Nov 12, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"Leysdown House, Flinton Street, Ifield House, Madron Street, Hadlow House, Barham House, Bethersden House, Southborough House, Tenterden House, Faversham House, Keston House, Amery House, and Swanley House, Kinglake Street, 1 to 43 (inclusive) Kinglake Street, Deal House, Littlebourne House, Groombridge House, Cuxton House, Benenden House, Mina Road, 2 to 12 (inclusive) Mina Road, 1 to 17 (inclusive) Ivy Church Lane",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499274,,,"BERKELEY COURT, 6",LYNDHURST WAY,,,0,Rye Lane,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533772,176734,98,1000006020486,246.43124,TGL147120,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003499263,,,RALEIGH COURT,LYMER AVENUE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533797,171459,266,1000006008595,91.775,TGL324197,"Sep 08, 2009","Feb 03, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Lymer Avenue Estate, Lymer Avenue, London",THE INCORPORATED TRUSTEES OF THE DULWICH ESTATE,,Corporate Body,"The Old College, Gallery Road, London SE21 7AE"
200003499262,,,MARLOWE COURT,LYMER AVENUE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533754,171376,261,1000006008582,86.580008,TGL324197,"Sep 08, 2009","Feb 03, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Lymer Avenue Estate, Lymer Avenue, London",THE INCORPORATED TRUSTEES OF THE DULWICH ESTATE,,Corporate Body,"The Old College, Gallery Road, London SE21 7AE"
200003499261,,,GRENVILLE COURT,LYMER AVENUE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533813,171403,256,1000006008590,88.49,TGL324197,"Sep 08, 2009","Feb 03, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Lymer Avenue Estate, Lymer Avenue, London",THE INCORPORATED TRUSTEES OF THE DULWICH ESTATE,,Corporate Body,"The Old College, Gallery Road, London SE21 7AE"
200003499255,,,WEYHILL HOUSE CRAWFORD ESTATE,LOWTH ROAD,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532271,176413,206,1000005879499,324.018088,SGL298041,"Apr 30, 2009","Apr 03, 2017",EL,Estate in land,AF,Absolute freehold title,Registered,"Crawford Housing Estate, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499240,,,"MANSION WHARF HOUSE, 101",LOWER ROAD,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535382,179285,2086,1000041683238,398.189666,TGL194003,"Jun 28, 2011","Jun 28, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003499240,,,"LANDALE HOUSE, 101",LOWER ROAD,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,HISTORICAL,0,Visual centre,535382,179285,2086,1000041683238,398.189666,TGL194003,"Jun 28, 2011","Jun 28, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003499238,,,COURTHOPE HOUSE,LOWER ROAD,,,0,Rotherhithe,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,535386,179212,2084,1000041683275,329.403752,TGL325585,"Jun 14, 2011","Jun 14, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the south west side of Lower Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499190,,,GLENNIE COURT,LORDSHIP LANE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534212,173454,327,1000006153363,363.119992,LN87344,"Sep 21, 2010","Sep 21, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"498 to 520 (even numbers) Lordship Lane and Courage's Sports Ground, Dulwich Common, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499188,,,CAMPBELL COURT,LORDSHIP LANE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534196,173476,331,1000006153362,1020.005016,LN87344,"Sep 21, 2010","Sep 21, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"498 to 520 (even numbers) Lordship Lane and Courage's Sports Ground, Dulwich Common, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499187,,,BYRON COURT,LORDSHIP LANE,,,0,Dulwich Wood,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534259,173478,330,1000006153380,438.54755,LN87344,"Sep 21, 2010","Sep 21, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"498 to 520 (even numbers) Lordship Lane and Courage's Sports Ground, Dulwich Common, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499181,,,239,LONG LANE,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533210,179442,1235,1000006032675,458.787204,TGL114176,"Dec 08, 2010","Feb 06, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,land and buildings on the north side of Long Lane,TYRA LIMITED,,Limited Company or Public Limited Company,"Longbow House, 14-20 Chiswell Street, London, EC1Y 4TW"
200003499178,,,102,LONG LANE,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532814,179637,485,1000005887072,133.107512,TGL325191,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"100 and 102 Long Lane, Aylesford House, Long Lane, Medway House, Hankey Place, Strood House, Staple Street, Rochester House, Manciple Street and 3 Hankey Place, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499177,,,100,LONG LANE,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532805,179642,486,1000005887075,133.653744,TGL325191,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"100 and 102 Long Lane, Aylesford House, Long Lane, Medway House, Hankey Place, Strood House, Staple Street, Rochester House, Manciple Street and 3 Hankey Place, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499175,,,"MADISON APARTMENTS, 5-27",LONG LANE,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532578,179760,650,1E+15,546.746736,TGL166979,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the north side of Long Lane, London",TAPESTART LIMITED,2487884,Limited Company or Public Limited Company,"45-51 Wychtree Street, Morriston, Swansea SA8 8EX"
200003499171,,,AYLESFORD HOUSE,LONG LANE,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532843,179611,484,1000005887039,588.180032,TGL325191,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"100 and 102 Long Lane, Aylesford House, Long Lane, Medway House, Hankey Place, Strood House, Staple Street, Rochester House, Manciple Street and 3 Hankey Place, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499166,,,ELEPHANT AND CASTLE UNDERGROUND STATION,LONDON ROAD,,,0,St George's,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,531940,179144,811,1000005729307,484.424314,SGL501294,"Oct 30, 2019","Oct 30, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Elephant & Castle Station, London Road, London (SE1 6LW)",LONDON UNDERGROUND LIMITED,01900907,Limited Company or Public Limited Company,"Transport for London, 55 Broadway, London SW1H 0BD"
200003499157,,,WRAYBURN HOUSE DICKENS ESTATE,LLEWELLYN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534290,179580,2174,1000006172842,443.851264,TGL91108,"Jun 18, 2007","Jun 18, 2007",EL,Estate in land,AF,Absolute freehold title,Registered,"Micawber House, Scott Lidgett Crescent and Wrayburn House, Bevington Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499156,,,TUPMAN HOUSE DICKENS ESTATE,LLEWELLYN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534214,179502,2283,1000006173065,738.945008,SGL214305,"Mar 05, 2019","Mar 05, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"land and buildings in Jamaica Road and Scott Lidgett Crescent, Bermondsey, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499155,,,RUDGE HOUSE DICKENS ESTATE,LLEWELLYN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534274,179490,2285,1000006174511,105.462504,SGL214305,"Mar 05, 2019","Mar 05, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"land and buildings in Jamaica Road and Scott Lidgett Crescent, Bermondsey, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499154,,,MICAWBER HOUSE DICKENS ESTATE,LLEWELLYN STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534263,179528,2159,1000006172839,302.395016,TGL91108,"Jun 18, 2007","Jun 18, 2007",EL,Estate in land,AF,Absolute freehold title,Registered,"Micawber House, Scott Lidgett Crescent and Wrayburn House, Bevington Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499150,,,WALWORTH AREA TELEPHONE EXCHANGE,LIVERPOOL GROVE,,,0,Faraday,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,532502,178020,2764,1E+15,786.979219,SGL117673,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Walworth Telephone Exchange, Liverpool Grove, Walworth, (SE17 2HH)",BRITISH TELECOMMUNICATIONS PLC,1800000,Limited Company or Public Limited Company,"81 Newgate Street, London EC1A 7AJ"
200003499146,,,PETER HILLS HOUSE,ALEXIS STREET,,,0,South Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534234,178869,2478,1000006169867,239.327496,TGL21282,"Jun 18, 2010","Jun 18, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"land at Southwark Park Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499102,,,WESTERHAM HOUSE,LAW STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532910,179290,665,1000005888885,342.702148,TGL355895,"Feb 07, 2012","May 29, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"Land at Potier Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499100,,,SHALFORD HOUSE,LAW STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532959,179320,661,1000005888913,463.744992,TGL355895,"Feb 07, 2012","May 29, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"Land at Potier Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499098,,,CHILHAM HOUSE,LAW STREET,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532880,179320,663,1000005888966,342.917504,TGL271090,"Mar 02, 2010","Oct 20, 2014",EL,Estate in land,AF,Absolute freehold title,Registered,"Land to the North East of Tabard Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499025,,,REDMAN HOUSE,LANT STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532313,179694,558,1000005887828,296.468752,TGL89829,"Oct 19, 2011","Oct 19, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"land on the north west side of Borough High Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499024,,,LANT HOUSE LANT ESTATE,LANT STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532182,179763,556,1000005888131,719.741256,TGL4854,"Oct 18, 2011","Oct 18, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"101 to 109 (odd) Great Suffolk Street, Bittern House, Bittern Street, Lant House, Lant Street and Trundle House, Trundle Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003499002,,,6,LAMBETH ROAD,,,0,St George's,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531588,179403,814,1000005729238,161.941232,LN137500,"Jul 03, 2009","Jul 03, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,"6 Lambeth Road, London (SE1 6HU)",PROXIMA GR PROPERTIES LIMITED,03829939,Limited Company or Public Limited Company,"Berkeley House, 304 Regents Park Road, London N3 2JX"
200003498999,,,"RAVEN WHARF APARTMENTS, 14",LAFONE STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533650,179860,1217,1000006030566,991.179096,TGL146219,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"10 to 16 (even numbers) Lafone Street, Bermondsey",RAVEN WHARF MANAGEMENT LIMITED,3474959,Limited Company or Public Limited Company,"2 Motcomb Street, London SW1X 8JU"
200003498998,,,2,LAFONE STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533650,179860,1217,1000006030566,991.179096,TGL146219,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"10 to 16 (even numbers) Lafone Street, Bermondsey",RAVEN WHARF MANAGEMENT LIMITED,3474959,Limited Company or Public Limited Company,"2 Motcomb Street, London SW1X 8JU"
200003498995,,,"EAGLE WHARF COURT, 59",LAFONE STREET,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,533732,180060,1398,1000006033671,577.454984,SGL391569,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the south east side of Horselydown Lane, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"Finance & Governance, Southwark Legal Services, PO Box 64529, London SE1 5LX"
200003498934,,,STUDENT UNION SHOPPING MALL,KEYWORTH STREET,,,0,St George's,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,531862,179383,875,1E+15,1388.390512,SGL479821,"Jul 10, 2009","Jul 10, 2009",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the east side of Keyworth Street, London (SE1 6NG)",LONDON SOUTH BANK UNIVERSITY,986761,Corporate Body,"103 Borough Road, London SE10 0AA"
200003498908,,,KENNINGTON PARK HOUSE,KENNINGTON PARK PLACE,,,0,Newington,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531477,178026,2643,1000005726440,337.704944,428291,"Dec 13, 2010","Dec 13, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"169 Kennington Park Road and Kennington Theatre, Kennington Park Road",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498901,,,TREVELYAN HOUSE BRANDON ESTATE,JOHN RUSKIN STREET,,,0,Newington,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531816,177469,2434,1000005721608,28.437768,TGL324435,"Dec 14, 2010","Dec 14, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Trevelyan House, John Ruskin Street, London (SE5 0SY)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498900,,,HANWORTH HOUSE BRANDON ESTATE,JOHN RUSKIN STREET,,,0,Newington,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531601,177367,2436,1000005721498,24.412504,SGL188156,"Jan 11, 2013","Jan 11, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,"20, 22 and 40 St Agnes Place, land and buildings on the north east and south west sides of Warham Street, land on the south west side of Farmers Road, Hanworth House, Camberwell New Road and part of Aberfeldy House, John Ruskin Street, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498898,,,ABERFELDY HOUSE BRANDON ESTATE,JOHN RUSKIN STREET,,,0,Newington,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531781,177348,2433,1000005721599,33.270256,SGL391903,"Jun 21, 2011","Jun 21, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"known as land and buildings on the north east side of Camberwell New Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498885,,,SPENLOW HOUSE DICKENS ESTATE,JAMAICA ROAD,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,534451,179504,2173,1000006172783,915.27748,SGL214305,"Mar 05, 2019","Mar 05, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"land and buildings in Jamaica Road and Scott Lidgett Crescent, Bermondsey, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498881,,,DEVON MANSIONS,JAMAICA ROAD,,,0,London Bridge & West Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533810,179673,1090,1000006030039,184.687496,377102,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"455 to 489 Devon Mansions, Jamaica Road,  London (SE1 2BU)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498851,,,MISSENDEN,INVILLE ROAD,,,0,Faraday,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532894,178077,2689,1000005885312,965.432504,TGL303136,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"44 to 255  Missenden, Inville Road, London, 1 to 12 Lees House, Inville Road, London and 1 to 8 Darvell House, Inville Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498837,,,"SOUTHERNWOOD RETAIL PARK, 2",HUMPHREY STREET,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533745,178337,2837,1000006029026,2011.802456,TGL97827,"Aug 25, 2011","Aug 25, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,land on the south east side of Humphrey Street,GLASGOW CITY COUNCIL,,Local Authority,"the Strathclyde Pension Fund pursuant to the Local Government Superannunation (Scotland) Regulations 1987 (as amended) of City Chambers, Glasgow"
200003498830,,,"ADMIRALS COURT, 30",HORSELYDOWN LANE,,,0,North Bermondsey,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533653,180068,1402,1000006033626,766.171176,SGL391569,"Mar 02, 2010","Mar 02, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Land and buildings on the south east side of Horselydown Lane, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"Finance & Governance, Southwark Legal Services, PO Box 64529, London SE1 5LX"
200003498824,,,69,HOPTON STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531805,180431,1520,1000005730762,3424.360135,TGL15666,"May 25, 2011","Feb 26, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,Land on the east side of Hopton Street,MANHATTAN LOFT CORPORATION LIMITED,,Limited Company or Public Limited Company,"12 Queen Anne Street, London, W1M 0AU"
200003498823,,,65,HOPTON STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531805,180431,1520,1000005730762,3424.360135,TGL15666,"May 25, 2011","Feb 26, 2013",EL,Estate in land,AF,Absolute freehold title,Registered,Land on the east side of Hopton Street,MANHATTAN LOFT CORPORATION LIMITED,,Limited Company or Public Limited Company,"12 Queen Anne Street, London, W1M 0AU"
200003498819,,,FALCON POINT,HOPTON STREET,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531798,180527,1509,1000005730198,423.488728,TGL138850,"Jun 02, 2011","Jun 02, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,,,,,
200003498761,,,PRESCOTT HOUSE BRANDON ESTATE,HILLINGDON STREET,,,0,Newington,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531766,177508,2412,1000005720070,169.540008,LN107479,"Jan 26, 2012","Jul 25, 2018",EL,Estate in land,AF,Absolute freehold title,Registered,"land lying to the north and south of Lorrimore Square and south of Bethwin Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498745,,,THE SCHOOL HOUSE,HEBER ROAD,,,0,Goose Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,533946,174415,221,1000006015617,1136.175698,TGL248192,"Jun 25, 2010","Jun 25, 2010",EL,Estate in land,AF,Absolute freehold title,Registered,"Heber School, Heber Road, London (SE22 9LA)",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498732,,,STYLES HOUSE,HATFIELDS,,,0,Borough & Bankside,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,531535,180006,721,1000005730634,267.348728,TGL172614,"May 23, 2011","May 23, 2011",EL,Estate in land,AF,Absolute freehold title,Registered,"Land on the north side of The Cut, Southwark",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498731,,,62,HATCHAM ROAD,,,0,Old Kent Road,,Parent Shell Property Shell,APPROVED,APPROVED,0,General internal point,535183,177925,1970,1000041676506,877.978485,LN8266,"Sep 11, 2012","Feb 22, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"62 Hatcham Road, London (SE15 1TW)",HATCHAM ROAD LIMITED,10078128,Limited Company or Public Limited Company,"62 Hatcham Road, London SE15 1TW"
200003498730,,,RUMBALL HOUSE DOWLAS ESTATE,HARRIS STREET,,,0,St Giles,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,533052,177153,1299,1000006026582,290.945016,SGL236956,"Aug 28, 2019","Aug 28, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Elmington Housing Estate, Elmington Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498729,,,RILL HOUSE DOWLAS ESTATE,HARRIS STREET,,,0,Camberwell Green,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532990,177150,1286,1000005882329,274.056696,SGL236956,"Aug 28, 2019","Aug 28, 2019",EL,Estate in land,AF,Absolute freehold title,Registered,"Elmington Housing Estate, Elmington Road, London",THE MAYOR AND BURGESSES OF THE LONDON BOROUGH OF SOUTHWARK,,Local Authority,"160 Tooley Street, London SE1 2QH"
200003498728,,,19,HARPER ROAD,,,0,Chaucer,,Parent Shell Property Shell,APPROVED,APPROVED,0,Visual centre,532226,179516,612,1000005887949,173.997175,SGL319356,"Jan 09, 2012","Jan 09, 2012",EL,Estate in land,AF,Absolute freehold title,Registered,"7 and 9 Newington Causeway and 19 Harper Road, London (SE1 6ED)",BOROUGH HOUSE LIMITED,10010618,Limited Company or Public Limited Company,"Winterhill House, Station Approach, Marlow, Buckinghamshire SL7 1NT"
